"industry_code","industry_title"
"45322","NAICS17 45322 Gift, novelty, and souvenir stores"
"453220","NAICS17 453220 Gift, novelty, and souvenir stores"
"4533","NAICS17 4533 Used merchandise stores"
"45331","NAICS17 45331 Used merchandise stores"
"453310","NAICS17 453310 Used merchandise stores"
"4539","NAICS17 4539 Other miscellaneous store retailers"
"45391","NAICS17 45391 Pet and pet supplies stores"
"453910","NAICS17 453910 Pet and pet supplies stores"
"45392","NAICS17 45392 Art dealers"
"453920","NAICS17 453920 Art dealers"
"45393","NAICS17 45393 Manufactured, mobile, home dealers"
"453930","NAICS17 453930 Manufactured, mobile, home dealers"
"45399","NAICS17 45399 All other miscellaneous store retailers"
"453991","NAICS17 453991 Tobacco stores"
"453998","NAICS17 453998 Store retailers not specified elsewhere"
"454","NAICS17 454 Nonstore retailers"
"4541","NAICS17 4541 Electronic shopping and mail-order houses"
"45411","NAICS17 45411 Electronic shopping and mail-order houses"
"454110","NAICS17 454110 Electronic shopping and mail-order houses"
"454111","NAICS12 454111 Electronic shopping"
"454112","NAICS12 454112 Electronic auctions"
"454113","NAICS12 454113 Mail-order houses"
"4542","NAICS17 4542 Vending machine operators"
"45421","NAICS17 45421 Vending machine operators"
"454210","NAICS17 454210 Vending machine operators"
"4543","NAICS17 4543 Direct selling establishments"
"45431","NAICS17 45431 Fuel dealers"
"454310","NAICS17 454310 Fuel dealers"
"454311","NAICS07 454311 Heating oil dealers"
"454312","NAICS07 454312 Liquefied petroleum gas, bottled gas, dealers"
"454319","NAICS07 454319 Other fuel dealers"
"45439","NAICS17 45439 Other direct selling establishments"
"454390","NAICS17 454390 Other direct selling establishments"
"455","NAICS 455 General merchandise retailers"
"4551","NAICS 4551 Department stores"
"45511","NAICS 45511 Department stores"
"455110","NAICS 455110 Department stores"
"4552","NAICS 4552 Warehouse clubs, supercenters, and other general merchandise retailers"
"45521","NAICS 45521 Warehouse clubs, supercenters, and other general merchandise retailers"
"455211","NAICS 455211 Warehouse clubs and supercenters"
"455219","NAICS 455219 All other general merchandise retailers"
"456","NAICS 456 Health and personal care retailers"
"4561","NAICS 4561 Health and personal care retailers"
"45611","NAICS 45611 Pharmacies and drug retailers"
"456110","NAICS 456110 Pharmacies and drug retailers"
"45612","NAICS 45612 Cosmetics, beauty supplies, and perfume retailers"
"456120","NAICS 456120 Cosmetics, beauty supplies, and perfume retailers"
"45613","NAICS 45613 Optical goods retailers"
"456130","NAICS 456130 Optical goods retailers"
"45619","NAICS 45619 Other health and personal care retailers"
"456191","NAICS 456191 Food (health) supplement retailers"
"456199","NAICS 456199 All other health and personal care retailers"
"457","NAICS 457 Gasoline stations and fuel dealers"
"4571","NAICS 4571 Gasoline stations"
"45711","NAICS 45711 Gasoline stations with convenience stores"
"457110","NAICS 457110 Gasoline stations with convenience stores"
"45712","NAICS 45712 Other gasoline stations"
"457120","NAICS 457120 Other gasoline stations"
"4572","NAICS 4572 Fuel dealers"
"45721","NAICS 45721 Fuel dealers"
"457210","NAICS 457210 Fuel dealers"
"458","NAICS 458 Clothing, clothing accessories, shoe, and jewelry retailers"
"4581","NAICS 4581 Clothing and clothing accessories retailers"
"45811","NAICS 45811 Clothing and clothing accessories retailers"
"458110","NAICS 458110 Clothing and clothing accessories retailers"
"4582","NAICS 4582 Shoe retailers"
"45821","NAICS 45821 Shoe retailers"
"458210","NAICS 458210 Shoe retailers"
"4583","NAICS 4583 Jewelry, luggage, and leather goods retailers"
"45831","NAICS 45831 Jewelry retailers"
"458310","NAICS 458310 Jewelry retailers"
"45832","NAICS 45832 Luggage and leather goods retailers"
"458320","NAICS 458320 Luggage and leather goods retailers"
"459","NAICS 459 Sporting goods, hobby, musical instrument, book, and miscellaneous retailers"
"4591","NAICS 4591 Sporting goods, hobby, and musical instrument retailers"
"45911","NAICS 45911 Sporting goods retailers"
"459110","NAICS 459110 Sporting goods retailers"
"45912","NAICS 45912 Hobby, toy, and game retailers"
"459120","NAICS 459120 Hobby, toy, and game retailers"
"45913","NAICS 45913 Sewing, needlework, and piece goods retailers"
"459130","NAICS 459130 Sewing, needlework, and piece goods retailers"
"45914","NAICS 45914 Musical instrument and supplies retailers"
"459140","NAICS 459140 Musical instrument and supplies retailers"
"4592","NAICS 4592 Book retailers and news dealers"
"45921","NAICS 45921 Book retailers and news dealers"
"459210","NAICS 459210 Book retailers and news dealers"
"4593","NAICS 4593 Florists"
"45931","NAICS 45931 Florists"
"459310","NAICS 459310 Florists"
"4594","NAICS 4594 Office supplies, stationery, and gift retailers"
"45941","NAICS 45941 Office supplies and stationery retailers"
"459410","NAICS 459410 Office supplies and stationery retailers"
"45942","NAICS 45942 Gift, novelty, and souvenir retailers"
"459420","NAICS 459420 Gift, novelty, and souvenir retailers"
"4595","NAICS 4595 Used merchandise retailers"
"45951","NAICS 45951 Used merchandise retailers"
"459510","NAICS 459510 Used merchandise retailers"
"4599","NAICS 4599 Other miscellaneous retailers"
"45991","NAICS 45991 Pet and pet supplies retailers"
"459910","NAICS 459910 Pet and pet supplies retailers"
"45992","NAICS 45992 Art dealers"
"459920","NAICS 459920 Art dealers"
"45993","NAICS 45993 Manufactured (mobile) home dealers"
"459930","NAICS 459930 Manufactured (mobile) home dealers"
"45999","NAICS 45999 All other miscellaneous retailers"
"459991","NAICS 459991 Tobacco, electronic cigarette, and other smoking supplies retailers"
"459999","NAICS 459999 All other miscellaneous retailers"
"481","NAICS 481 Air transportation"
"4811","NAICS 4811 Scheduled air transportation"
"48111","NAICS 48111 Scheduled air transportation"
"481111","NAICS 481111 Scheduled passenger air transportation"
"481112","NAICS 481112 Scheduled freight air transportation"
"4812","NAICS 4812 Nonscheduled air transportation"
"48121","NAICS 48121 Nonscheduled air transportation"
"481211","NAICS 481211 Nonscheduled chartered passenger air transportation"
"481212","NAICS 481212 Nonscheduled chartered freight air transportation"
"481219","NAICS 481219 Other nonscheduled air transportation"
"482","NAICS 482 Rail transportation"
"4821","NAICS 4821 Rail transportation"
"48211","NAICS 48211 Rail transportation"
"482111","NAICS 482111 Line-haul railroads"
"482112","NAICS 482112 Short line railroads"
"483","NAICS 483 Water transportation"
"4831","NAICS 4831 Deep sea, coastal, and great lakes water transportation"
"48311","NAICS 48311 Deep sea, coastal, and great lakes water transportation"
"483111","NAICS 483111 Deep sea freight transportation"
"483112","NAICS 483112 Deep sea passenger transportation"
"483113","NAICS 483113 Coastal and great lakes freight transportation"
"483114","NAICS 483114 Coastal and great lakes passenger transportation"
"4832","NAICS 4832 Inland water transportation"
"48321","NAICS 48321 Inland water transportation"
"483211","NAICS 483211 Inland water freight transportation"
"483212","NAICS 483212 Inland water passenger transportation"
"484","NAICS 484 Truck transportation"
"4841","NAICS 4841 General freight trucking"
"48411","NAICS 48411 General freight trucking, local"
"484110","NAICS 484110 General freight trucking, local"
"48412","NAICS 48412 General freight trucking, long-distance"
"484121","NAICS 484121 General freight trucking, long-distance, truckload"
"484122","NAICS 484122 General freight trucking, long-distance, less than truckload"
"4842","NAICS 4842 Specialized freight trucking"
"48421","NAICS 48421 Used household and office goods moving"
"484210","NAICS 484210 Used household and office goods moving"
"48422","NAICS 48422 Specialized freight (except used goods) trucking, local"
"484220","NAICS 484220 Specialized freight (except used goods) trucking, local"
"48423","NAICS 48423 Specialized freight (except used goods) trucking, long-distance"
"484230","NAICS 484230 Specialized freight (except used goods) trucking, long-distance"
"48-49","NAICS 48-49 Transportation and warehousing"
"485","NAICS 485 Transit and ground passenger transportation"
"4851","NAICS 4851 Urban transit systems"
"48511","NAICS 48511 Urban transit systems"
"485111","NAICS 485111 Mixed mode transit systems"
"485112","NAICS 485112 Commuter rail systems"
"485113","NAICS 485113 Bus and other motor vehicle transit systems"
"485119","NAICS 485119 Other urban transit systems"
"4852","NAICS 4852 Interurban and rural bus transportation"
"48521","NAICS 48521 Interurban and rural bus transportation"
"485210","NAICS 485210 Interurban and rural bus transportation"
"4853","NAICS 4853 Taxi and limousine service"
"48531","NAICS 48531 Taxi and ridesharing services"
"485310","NAICS 485310 Taxi and ridesharing services"
"48532","NAICS 48532 Limousine service"
"485320","NAICS 485320 Limousine service"
"4854","NAICS 4854 School and employee bus transportation"
"48541","NAICS 48541 School and employee bus transportation"
"485410","NAICS 485410 School and employee bus transportation"
"4855","NAICS 4855 Charter bus industry"
"48551","NAICS 48551 Charter bus industry"
"485510","NAICS 485510 Charter bus industry"
"4859","NAICS 4859 Other transit and ground passenger transportation"
"48599","NAICS 48599 Other transit and ground passenger transportation"
"485991","NAICS 485991 Special needs transportation"
"485999","NAICS 485999 All other transit and ground passenger transportation"
"486","NAICS 486 Pipeline transportation"
"4861","NAICS 4861 Pipeline transportation of crude oil"
"48611","NAICS 48611 Pipeline transportation of crude oil"
"486110","NAICS 486110 Pipeline transportation of crude oil"
"4862","NAICS 4862 Pipeline transportation of natural gas"
"48621","NAICS 48621 Pipeline transportation of natural gas"
"486210","NAICS 486210 Pipeline transportation of natural gas"
"4869","NAICS 4869 Other pipeline transportation"
"48691","NAICS 48691 Pipeline transportation of refined petroleum products"
"486910","NAICS 486910 Pipeline transportation of refined petroleum products"
"48699","NAICS 48699 All other pipeline transportation"
"486990","NAICS 486990 All other pipeline transportation"
"487","NAICS 487 Scenic and sightseeing transportation"
"4871","NAICS 4871 Scenic and sightseeing transportation, land"
"48711","NAICS 48711 Scenic and sightseeing transportation, land"
"487110","NAICS 487110 Scenic and sightseeing transportation, land"
"4872","NAICS 4872 Scenic and sightseeing transportation, water"
"48721","NAICS 48721 Scenic and sightseeing transportation, water"
"487210","NAICS 487210 Scenic and sightseeing transportation, water"
"4879","NAICS 4879 Scenic and sightseeing transportation, other"
"48799","NAICS 48799 Scenic and sightseeing transportation, other"
"487990","NAICS 487990 Scenic and sightseeing transportation, other"
"488","NAICS 488 Support activities for transportation"
"4881","NAICS 4881 Support activities for air transportation"
"48811","NAICS 48811 Airport operations"
"488111","NAICS 488111 Air traffic control"
"488119","NAICS 488119 Other airport operations"
"48819","NAICS 48819 Other support activities for air transportation"
"488190","NAICS 488190 Other support activities for air transportation"
"4882","NAICS 4882 Support activities for rail transportation"
"48821","NAICS 48821 Support activities for rail transportation"
"488210","NAICS 488210 Support activities for rail transportation"
"4883","NAICS 4883 Support activities for water transportation"
"48831","NAICS 48831 Port and harbor operations"
"488310","NAICS 488310 Port and harbor operations"
"48832","NAICS 48832 Marine cargo handling"
"488320","NAICS 488320 Marine cargo handling"
"48833","NAICS 48833 Navigational services to shipping"
"488330","NAICS 488330 Navigational services to shipping"
"48839","NAICS 48839 Other support activities for water transportation"
"488390","NAICS 488390 Other support activities for water transportation"
"4884","NAICS 4884 Support activities for road transportation"
"48841","NAICS 48841 Motor vehicle towing"
"488410","NAICS 488410 Motor vehicle towing"
"48849","NAICS 48849 Other support activities for road transportation"
"488490","NAICS 488490 Other support activities for road transportation"
"4885","NAICS 4885 Freight transportation arrangement"
"48851","NAICS 48851 Freight transportation arrangement"
"488510","NAICS 488510 Freight transportation arrangement"
"4889","NAICS 4889 Other support activities for transportation"
"48899","NAICS 48899 Other support activities for transportation"
"488991","NAICS 488991 Packing and crating"
"488999","NAICS 488999 All other support activities for transportation"
"491","NAICS 491 Postal service"
"4911","NAICS 4911 Postal service"
"49111","NAICS 49111 Postal service"
"491110","NAICS 491110 Postal service"
"492","NAICS 492 Couriers and messengers"
"4921","NAICS 4921 Couriers and express delivery services"
"49211","NAICS 49211 Couriers and express delivery services"
"492110","NAICS 492110 Couriers and express delivery services"
"4922","NAICS 4922 Local messengers and local delivery"
"49221","NAICS 49221 Local messengers and local delivery"
"492210","NAICS 492210 Local messengers and local delivery"
"493","NAICS 493 Warehousing and storage"
"4931","NAICS 4931 Warehousing and storage"
"49311","NAICS 49311 General warehousing and storage"
"493110","NAICS 493110 General warehousing and storage"
"49312","NAICS 49312 Refrigerated warehousing and storage"
"493120","NAICS 493120 Refrigerated warehousing and storage"
"49313","NAICS 49313 Farm product warehousing and storage"
"493130","NAICS 493130 Farm product warehousing and storage"
"49319","NAICS 49319 Other warehousing and storage"
"493190","NAICS 493190 Other warehousing and storage"
"51","NAICS 51 Information"
"511","NAICS17 511 Publishing industries, except internet"
"5111","NAICS17 5111 Newspaper, book, and directory publishers"
"51111","NAICS17 51111 Newspaper publishers"
"511110","NAICS17 511110 Newspaper publishers"
"51112","NAICS17 51112 Periodical publishers"
"511120","NAICS17 511120 Periodical publishers"
"51113","NAICS17 51113 Book publishers"
"511130","NAICS17 511130 Book publishers"
"51114","NAICS17 51114 Directory and mailing list publishers"
"511140","NAICS17 511140 Directory and mailing list publishers"
"51119","NAICS17 51119 Other publishers"
"511191","NAICS17 511191 Greeting card publishers"
"511199","NAICS17 511199 All other publishers"
"5112","NAICS17 5112 Software publishers"
"51121","NAICS17 51121 Software publishers"
"511210","NAICS17 511210 Software publishers"
"512","NAICS 512 Motion picture and sound recording industries"
"5121","NAICS 5121 Motion picture and video industries"
"51211","NAICS 51211 Motion picture and video production"
"512110","NAICS 512110 Motion picture and video production"
"51212","NAICS 51212 Motion picture and video distribution"
"512120","NAICS 512120 Motion picture and video distribution"
"51213","NAICS 51213 Motion picture and video exhibition"
"512131","NAICS 512131 Motion picture theaters (except drive-ins)"
"512132","NAICS 512132 Drive-in motion picture theaters"
"51219","NAICS 51219 Postproduction services and other motion picture and video industries"
"512191","NAICS 512191 Teleproduction and other postproduction services"
"512199","NAICS 512199 Other motion picture and video industries"
"5122","NAICS 5122 Sound recording industries"
"51221","NAICS12 51221 Record production"
"512210","NAICS12 512210 Record production"
"51222","NAICS17 51222 Integrated record production and distribution"
"512220","NAICS12 512220 Integrated record production and distribution"
"51223","NAICS 51223 Music publishers"
"512230","NAICS 512230 Music publishers"
"51224","NAICS 51224 Sound recording studios"
"512240","NAICS 512240 Sound recording studios"
"51225","NAICS 51225 Record production and distribution"
"512250","NAICS 512250 Record production and distribution"
"51229","NAICS 51229 Other sound recording industries"
"512290","NAICS 512290 Other sound recording industries"
"513","NAICS 513 Publishing industries"
"5131","NAICS 5131 Newspaper, periodical, book, and directory publishers"
"51311","NAICS 51311 Newspaper publishers"
"513110","NAICS 513110 Newspaper publishers"
"51312","NAICS 51312 Periodical publishers"
"513120","NAICS 513120 Periodical publishers"
"51313","NAICS 51313 Book publishers"
"513130","NAICS 513130 Book publishers"
"51314","NAICS 51314 Directory and mailing list publishers"
"513140","NAICS 513140 Directory and mailing list publishers"
"51319","NAICS 51319 Other publishers"
"513191","NAICS 513191 Greeting card publishers"
"513199","NAICS 513199 All other publishers"
"5132","NAICS 5132 Software publishers"
"51321","NAICS 51321 Software publishers"
"513210","NAICS 513210 Software publishers"
"515","NAICS17 515 Broadcasting, except internet"
"5151","NAICS17 5151 Radio and television broadcasting"
"51511","NAICS17 51511 Radio broadcasting"
"515111","NAICS17 515111 Radio networks"
"515112","NAICS17 515112 Radio stations"
"51512","NAICS17 51512 Television broadcasting"
"515120","NAICS17 515120 Television broadcasting"
"5152","NAICS17 5152 Cable and other subscription programming"
"51521","NAICS17 51521 Cable and other subscription programming"
"515210","NAICS17 515210 Cable and other subscription programming"
"516","NAICS 516 Broadcasting and content providers"
"5161","NAICS 5161 Radio and television broadcasting stations"
"51611","NAICS 51611 Radio broadcasting stations"
"516110","NAICS 516110 Radio broadcasting stations"
"51612","NAICS 51612 Television broadcasting stations"
"516120","NAICS 516120 Television broadcasting stations"
"5162","NAICS 5162 Media streaming distribution services, social networks, and other media networks and content providers"
"51621","NAICS 51621 Media streaming distribution services, social networks, and other media networks and content providers"
"516210","NAICS 516210 Media streaming distribution services, social networks, and other media networks and content providers"
"517","NAICS 517 Telecommunications"
"5171","NAICS 5171 Wired and wireless telecommunications (except satellite)"
"51711","NAICS 51711 Wired and wireless telecommunications carriers (except satellite)"
"517110","NAICS12 517110 Wired telecommunications carriers"
"517111","NAICS 517111 Wired telecommunications carriers"
"517112","NAICS 517112 Wireless telecommunications carriers (except satellite)"
"51712","NAICS 51712 Telecommunications resellers and agents for wireless telecommunication services"
"517121","NAICS 517121 Telecommunications resellers"
"5172","NAICS12 5172 Wireless telecommunications carriers"
"51721","NAICS12 51721 Wireless telecommunications carriers"
"517210","NAICS12 517210 Wireless telecommunications carriers"
"517211","NAICS02 517211 Paging"
"517212","NAICS02 517212 Cellular and other wireless carriers"
"5173","NAICS17 5173 Wired and wireless telecommunications carriers"
"51731","NAICS17 51731 Wired and wireless telecommunications carriers"
"517310","NAICS02 517310 Telecommunications resellers"
"517311","NAICS17 517311 Wired telecommunications carriers"
"517312","NAICS17 517312 Wireless telecommunications carriers (except satellite)"
"5174","NAICS 5174 Satellite telecommunications"
"51741","NAICS 51741 Satellite telecommunications"
"517410","NAICS 517410 Satellite telecommunications"
"5175","NAICS02 5175 Cable and other program distribution"
"51751","NAICS02 51751 Cable and other program distribution"
"517510","NAICS02 517510 Cable and other program distribution"
"5178","NAICS 5178 All other telecommunications"
"51781","NAICS 51781 All other telecommunications"
"517810","NAICS 517810 All other telecommunications"
"5179","NAICS17 5179 Other telecommunications"
"51791","NAICS17 51791 Other telecommunications"
"517910","NAICS02 517910 Other telecommunications"
"517911","NAICS17 517911 Telecommunications resellers"
"517919","NAICS17 517919 All other telecommunications"
"518","NAICS 518 Computing infrastructure providers, data processing, web hosting, and related services"
"5181","NAICS02 5181 Isps and web search portals"
"51811","NAICS02 51811 Isps and web search portals"
"518111","NAICS02 518111 Internet service providers"
"518112","NAICS02 518112 Web search portals"
"5182","NAICS 5182 Computing infrastructure providers, data processing, web hosting, and related services"
"51821","NAICS 51821 Computing infrastructure providers, data processing, web hosting, and related services"
"518210","NAICS 518210 Computing infrastructure providers, data processing, web hosting, and related services"
"519","NAICS 519 Web search portals, libraries, archives, and other information services"
"5191","NAICS17 5191 Other information services"
"51911","NAICS17 51911 News syndicates"
"519110","NAICS17 519110 News syndicates"
"51912","NAICS17 51912 Libraries and archives"
"519120","NAICS17 519120 Libraries and archives"
"51913","NAICS17 51913 Internet publishing and web search portals"
"519130","NAICS17 519130 Internet publishing and web search portals"
"51919","NAICS17 51919 All other information services"
"519190","NAICS17 519190 All other information services"
"5192","NAICS 5192 Web search portals, libraries, archives, and other information services"
"51921","NAICS 51921 Libraries and archives"
"519210","NAICS 519210 Libraries and archives"
"51929","NAICS 51929 Web search portals and all other information services"
"519290","NAICS 519290 Web search portals and all other information services"
"52","NAICS 52 Finance and insurance"
"521","NAICS 521 Monetary authorities-central bank"
"5211","NAICS 5211 Monetary authorities-central bank"
"52111","NAICS 52111 Monetary authorities-central bank"
"521110","NAICS 521110 Monetary authorities-central bank"
"522","NAICS 522 Credit intermediation and related activities"
"5221","NAICS 5221 Depository credit intermediation"
"52211","NAICS 52211 Commercial banking"
"522110","NAICS 522110 Commercial banking"
"52212","NAICS17 52212 Savings institutions"
"522120","NAICS17 522120 Savings institutions"
"52213","NAICS 52213 Credit unions"
"522130","NAICS 522130 Credit unions"
"52218","NAICS 52218 Savings institutions and other depository credit intermediation"
"522180","NAICS 522180 Savings institutions and other depository credit intermediation"
"52219","NAICS17 52219 Other depository credit intermediation"
"522190","NAICS17 522190 Other depository credit intermediation"
"5222","NAICS 5222 Nondepository credit intermediation"
"52221","NAICS 52221 Credit card issuing"
"522210","NAICS 522210 Credit card issuing"
"52222","NAICS 52222 Sales financing"
"522220","NAICS 522220 Sales financing"
"52229","NAICS 52229 Other nondepository credit intermediation"
"522291","NAICS 522291 Consumer lending"
"522292","NAICS 522292 Real estate credit"
"522293","NAICS17 522293 International trade financing"
"522294","NAICS17 522294 Secondary market financing"
"522298","NAICS17 522298 All other nondepository credit intermediation"
"522299","NAICS 522299 International, secondary market, and all other nondepository credit intermediation"
"5223","NAICS 5223 Activities related to credit intermediation"
"52231","NAICS 52231 Mortgage and nonmortgage loan brokers"
"522310","NAICS 522310 Mortgage and nonmortgage loan brokers"
"52232","NAICS 52232 Financial transactions processing, reserve, and clearinghouse activities"
"522320","NAICS 522320 Financial transactions processing, reserve, and clearinghouse activities"
"52239","NAICS 52239 Other activities related to credit intermediation"
"522390","NAICS 522390 Other activities related to credit intermediation"
"523","NAICS 523 Securities, commodity contracts, and other financial investments and related activities"
"5231","NAICS 5231 Securities and commodity contracts intermediation and brokerage"
"52311","NAICS17 52311 Investment banking and securities dealing"
"523110","NAICS17 523110 Investment banking and securities dealing"
"52312","NAICS17 52312 Securities brokerage"
"523120","NAICS17 523120 Securities brokerage"
"52313","NAICS17 52313 Commodity contracts dealing"
"523130","NAICS17 523130 Commodity contracts dealing"
"52314","NAICS17 52314 Commodity contracts brokerage"
"523140","NAICS17 523140 Commodity contracts brokerage"
"52315","NAICS 52315 Investment banking and securities intermediation"
"523150","NAICS 523150 Investment banking and securities intermediation"
"52316","NAICS 52316 Commodity contracts intermediation"
"523160","NAICS 523160 Commodity contracts intermediation"
"5232","NAICS 5232 Securities and commodity exchanges"
"52321","NAICS 52321 Securities and commodity exchanges"
"523210","NAICS 523210 Securities and commodity exchanges"
"5239","NAICS 5239 Other financial investment activities"
"52391","NAICS 52391 Miscellaneous intermediation"
"523910","NAICS 523910 Miscellaneous intermediation"
"52392","NAICS17 52392 Portfolio management"
"523920","NAICS17 523920 Portfolio management"
"52393","NAICS17 52393 Investment advice"
"523930","NAICS17 523930 Investment advice"
"52394","NAICS 52394 Portfolio management and investment advice"
"523940","NAICS 523940 Portfolio management and investment advice"
"52399","NAICS 52399 All other financial investment activities"
"523991","NAICS 523991 Trust, fiduciary, and custody activities"
"523999","NAICS 523999 Miscellaneous financial investment activities"
"524","NAICS 524 Insurance carriers and related activities"
"5241","NAICS 5241 Insurance carriers"
"52411","NAICS 52411 Direct life, health, and medical insurance carriers"
"524113","NAICS 524113 Direct life insurance carriers"
"524114","NAICS 524114 Direct health and medical insurance carriers"
"52412","NAICS 52412 Direct insurance (except life, health, and medical) carriers"
"524126","NAICS 524126 Direct property and casualty insurance carriers"
"524127","NAICS 524127 Direct title insurance carriers"
"524128","NAICS 524128 Other direct insurance (except life, health, and medical) carriers"
"52413","NAICS 52413 Reinsurance carriers"
"524130","NAICS 524130 Reinsurance carriers"
"5242","NAICS 5242 Agencies, brokerages, and other insurance related activities"
"52421","NAICS 52421 Insurance agencies and brokerages"
"524210","NAICS 524210 Insurance agencies and brokerages"
"52429","NAICS 52429 Other insurance related activities"
"524291","NAICS 524291 Claims adjusting"
"524292","NAICS 524292 Pharmacy benefit management and other third party administration of insurance and pension funds"
"524298","NAICS 524298 All other insurance related activities"
"525","NAICS 525 Funds, trusts, and other financial vehicles"
"5251","NAICS 5251 Insurance and employee benefit funds"
"52511","NAICS 52511 Pension funds"
"525110","NAICS 525110 Pension funds"
"52512","NAICS 52512 Health and welfare funds"
"525120","NAICS 525120 Health and welfare funds"
"52519","NAICS 52519 Other insurance funds"
"525190","NAICS 525190 Other insurance funds"
"5259","NAICS 5259 Other investment pools and funds"
"52591","NAICS 52591 Open-end investment funds"
"525910","NAICS 525910 Open-end investment funds"
"52592","NAICS 52592 Trusts, estates, and agency accounts"
"525920","NAICS 525920 Trusts, estates, and agency accounts"
"52593","NAICS02 52593 Real estate investment trusts"
"525930","NAICS02 525930 Real estate investment trusts"
"52599","NAICS 52599 Other financial vehicles"
"525990","NAICS 525990 Other financial vehicles"
"53","NAICS 53 Real estate and rental and leasing"
"531","NAICS 531 Real estate"
"5311","NAICS 5311 Lessors of real estate"
"53111","NAICS 53111 Lessors of residential buildings and dwellings"
"531110","NAICS 531110 Lessors of residential buildings and dwellings"
"53112","NAICS 53112 Lessors of nonresidential buildings (except miniwarehouses)"
"531120","NAICS 531120 Lessors of nonresidential buildings (except miniwarehouses)"
"53113","NAICS 53113 Lessors of miniwarehouses and self-storage units"
"531130","NAICS 531130 Lessors of miniwarehouses and self-storage units"
"53119","NAICS 53119 Lessors of other real estate property"
"531190","NAICS 531190 Lessors of other real estate property"
"5312","NAICS 5312 Offices of real estate agents and brokers"
"53121","NAICS 53121 Offices of real estate agents and brokers"
"531210","NAICS 531210 Offices of real estate agents and brokers"
"5313","NAICS 5313 Activities related to real estate"
"53131","NAICS 53131 Real estate property managers"
"531311","NAICS 531311 Residential property managers"
"531312","NAICS 531312 Nonresidential property managers"
"53132","NAICS 53132 Offices of real estate appraisers"
"531320","NAICS 531320 Offices of real estate appraisers"
"53139","NAICS 53139 Other activities related to real estate"
"531390","NAICS 531390 Other activities related to real estate"
"532","NAICS 532 Rental and leasing services"
"5321","NAICS 5321 Automotive equipment rental and leasing"
"53211","NAICS 53211 Passenger car rental and leasing"
"532111","NAICS 532111 Passenger car rental"
"532112","NAICS 532112 Passenger car leasing"
"53212","NAICS 53212 Truck, utility trailer, and rv (recreational vehicle) rental and leasing"
"532120","NAICS 532120 Truck, utility trailer, and rv (recreational vehicle) rental and leasing"
"5322","NAICS 5322 Consumer goods rental"
"53221","NAICS 53221 Consumer electronics and appliances rental"
"532210","NAICS 532210 Consumer electronics and appliances rental"
"53222","NAICS12 53222 Formal wear and costume rental"
"532220","NAICS12 532220 Formal wear and costume rental"
"53223","NAICS17 53223 Video tape and disc rental"
"532230","NAICS12 532230 Video tape and disc rental"
"53228","NAICS 53228 Other consumer goods rental"
"532281","NAICS 532281 Formal wear and costume rental"
"532282","NAICS 532282 Video tape and disc rental"
"532283","NAICS 532283 Home health equipment rental"
"532284","NAICS 532284 Recreational goods rental"
"532289","NAICS 532289 All other consumer goods rental"
"53229","NAICS17 53229 Other consumer goods rental"
"532291","NAICS12 532291 Home health equipment rental"
"532292","NAICS12 532292 Recreational goods rental"
"532299","NAICS12 532299 All other consumer goods rental"
"5323","NAICS 5323 General rental centers"
"53231","NAICS 53231 General rental centers"
"532310","NAICS 532310 General rental centers"
"5324","NAICS 5324 Commercial and industrial machinery and equipment rental and leasing"
"53241","NAICS 53241 Construction, transportation, mining, and forestry machinery and equipment rental and leasing"
"532411","NAICS 532411 Commercial air, rail, and water transportation equipment rental and leasing"
"532412","NAICS 532412 Construction, mining, and forestry machinery and equipment rental and leasing"
"53242","NAICS 53242 Office machinery and equipment rental and leasing"
"532420","NAICS 532420 Office machinery and equipment rental and leasing"
"53249","NAICS 53249 Other commercial and industrial machinery and equipment rental and leasing"
"532490","NAICS 532490 Other commercial and industrial machinery and equipment rental and leasing"
"533","NAICS 533 Lessors of nonfinancial intangible assets (except copyrighted works)"
"5331","NAICS 5331 Lessors of nonfinancial intangible assets (except copyrighted works)"
"53311","NAICS 53311 Lessors of nonfinancial intangible assets (except copyrighted works)"
"533110","NAICS 533110 Lessors of nonfinancial intangible assets (except copyrighted works)"
"54","NAICS 54 Professional, scientific, and technical services"
"541","NAICS 541 Professional, scientific, and technical services"
"5411","NAICS 5411 Legal services"
"54111","NAICS 54111 Offices of lawyers"
"541110","NAICS 541110 Offices of lawyers"
"54112","NAICS17 54112 Offices of notaries"
"541120","NAICS17 541120 Offices of notaries"
"54119","NAICS 54119 Other legal services"
"541191","NAICS 541191 Title abstract and settlement offices"
"541199","NAICS 541199 All other legal services"
"5412","NAICS 5412 Accounting, tax preparation, bookkeeping, and payroll services"
"54121","NAICS 54121 Accounting, tax preparation, bookkeeping, and payroll services"
"541211","NAICS 541211 Offices of certified public accountants"
"541213","NAICS 541213 Tax preparation services"
"541214","NAICS 541214 Payroll services"
"541219","NAICS 541219 Other accounting services"
"5413","NAICS 5413 Architectural, engineering, and related services"
"54131","NAICS 54131 Architectural services"
"541310","NAICS 541310 Architectural services"
"54132","NAICS 54132 Landscape architectural services"
"541320","NAICS 541320 Landscape architectural services"
"54133","NAICS 54133 Engineering services"
"541330","NAICS 541330 Engineering services"
"54134","NAICS 54134 Drafting services"
"541340","NAICS 541340 Drafting services"
"54135","NAICS 54135 Building inspection services"
"541350","NAICS 541350 Building inspection services"
